Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-07-08 22:00:00+00:00,Delhi,487.0,31.7,17.1,35.0,41.4,61.0,Industrial
2024-07-08 23:00:00+00:00,Delhi,463.0,30.1,16.3,31.0,42.1,61.7,Industrial
2024-07-09 00:00:00+00:00,Delhi,459.0,27.6,17.2,39.0,43.8,63.8,Industrial
2024-07-09 01:00:00+00:00,Delhi,460.0,27.1,19.8,51.0,45.9,66.8,Industrial
2024-07-09 02:00:00+00:00,Delhi,461.0,26.3,23.4,69.0,50.5,74.7,Industrial
2024-07-09 03:00:00+00:00,Delhi,454.0,24.3,26.5,93.0,53.8,80.8,Industrial
2024-07-09 04:00:00+00:00,Delhi,431.0,20.1,28.7,127.0,58.1,89.4,Industrial
2024-07-09 05:00:00+00:00,Delhi,400.0,14.7,30.3,166.0,57.3,86.6,Industrial
2024-07-09 06:00:00+00:00,Delhi,374.0,10.5,31.0,199.0,55.5,83.8,Industrial
2024-07-09 07:00:00+00:00,Delhi,355.0,8.2,30.1,221.0,48.9,74.0,Industrial
2024-07-09 08:00:00+00:00,Delhi,341.0,7.1,28.3,236.0,44.0,67.5,Industrial
2024-07-09 09:00:00+00:00,Delhi,338.0,7.2,27.1,245.0,44.4,68.7,Industrial
2024-07-09 10:00:00+00:00,Delhi,319.0,6.0,26.3,253.0,45.5,71.2,Industrial
2024-07-09 11:00:00+00:00,Delhi,311.0,6.0,26.1,256.0,49.9,77.1,Industrial
2024-07-09 12:00:00+00:00,Delhi,375.0,14.4,32.4,236.0,48.4,74.0,Industrial
2024-07-09 13:00:00+00:00,Delhi,609.0,36.7,37.0,189.0,49.1,75.2,Industrial
2024-07-09 14:00:00+00:00,Delhi,929.0,67.1,43.2,125.0,66.4,99.0,Industrial
2024-07-09 15:00:00+00:00,Delhi,1150.0,87.1,47.2,76.0,80.6,119.2,Industrial
2024-07-09 16:00:00+00:00,Delhi,1184.0,87.5,47.0,57.0,90.3,133.2,Industrial
2024-07-09 17:00:00+00:00,Delhi,1119.0,77.6,44.5,53.0,88.2,129.9,Industrial
2024-07-09 18:00:00+00:00,Delhi,1029.0,66.9,41.9,52.0,82.2,121.5,Industrial
2024-07-09 19:00:00+00:00,Delhi,930.0,58.1,40.0,51.0,82.7,122.5,Industrial
2024-07-09 20:00:00+00:00,Delhi,806.0,48.4,38.0,53.0,82.7,122.5,Industrial
2024-07-09 21:00:00+00:00,Delhi,687.0,39.4,35.6,57.0,80.6,119.2,Industrial
2024-07-09 22:00:00+00:00,Delhi,572.0,30.8,31.8,63.0,70.3,103.4,Industrial
2024-07-09 23:00:00+00:00,Delhi,461.0,22.9,27.5,70.0,60.5,89.2,Industrial
2024-07-10 00:00:00+00:00,Delhi,562.0,34.4,19.1,39.0,59.3,88.5,Industrial
2024-07-10 01:00:00+00:00,Delhi,526.0,30.7,18.5,49.0,53.8,80.6,Industrial
2024-07-10 02:00:00+00:00,Delhi,477.0,25.5,18.1,65.0,50.5,75.4,Industrial
2024-07-10 03:00:00+00:00,Delhi,440.0,20.9,19.6,90.0,53.8,80.6,Industrial
2024-07-10 04:00:00+00:00,Delhi,430.0,17.6,25.6,132.0,63.6,95.5,Industrial
2024-07-10 05:00:00+00:00,Delhi,432.0,14.9,33.6,183.0,78.7,117.3,Industrial
2024-07-10 06:00:00+00:00,Delhi,430.0,12.4,38.5,223.0,86.8,129.5,Industrial
2024-07-10 07:00:00+00:00,Delhi,413.0,9.8,37.2,245.0,85.2,127.6,Industrial
2024-07-10 08:00:00+00:00,Delhi,392.0,7.4,32.7,256.0,82.4,123.9,Industrial
2024-07-10 09:00:00+00:00,Delhi,377.0,6.3,28.8,259.0,78.9,119.2,Industrial
2024-07-10 10:00:00+00:00,Delhi,347.0,4.9,26.4,257.0,71.5,108.5,Industrial
2024-07-10 11:00:00+00:00,Delhi,323.0,4.8,24.6,247.0,67.5,103.1,Industrial
2024-07-10 12:00:00+00:00,Delhi,374.0,12.7,21.4,207.0,68.5,105.9,Industrial
2024-07-10 13:00:00+00:00,Delhi,637.0,37.4,25.3,160.0,73.6,112.0,Industrial
2024-07-10 14:00:00+00:00,Delhi,997.0,71.2,30.6,95.0,84.5,127.1,Industrial
2024-07-10 15:00:00+00:00,Delhi,1254.0,94.6,34.1,45.0,92.9,138.8,Industrial
2024-07-10 16:00:00+00:00,Delhi,1315.0,97.9,34.1,26.0,94.3,140.6,Industrial
2024-07-10 17:00:00+00:00,Delhi,1272.0,90.7,32.3,21.0,92.2,137.4,Industrial
2024-07-10 18:00:00+00:00,Delhi,1199.0,82.3,30.0,20.0,88.2,131.8,Industrial
2024-07-10 19:00:00+00:00,Delhi,1100.0,74.4,27.0,19.0,82.4,123.4,Industrial
2024-07-10 20:00:00+00:00,Delhi,971.0,65.3,23.6,22.0,78.5,117.3,Industrial
2024-07-10 21:00:00+00:00,Delhi,877.0,59.6,21.4,22.0,76.4,114.6,Industrial
2024-07-10 22:00:00+00:00,Delhi,861.0,61.7,21.8,14.0,74.3,112.2,Industrial
2024-07-10 23:00:00+00:00,Delhi,880.0,67.1,23.5,4.0,72.9,110.8,Industrial
2024-07-11 00:00:00+00:00,Delhi,474.0,25.0,16.2,53.0,58.0,84.8,Industrial
2024-07-11 01:00:00+00:00,Delhi,450.0,24.6,17.0,61.0,49.6,75.0,Industrial
2024-07-11 02:00:00+00:00,Delhi,417.0,23.9,18.1,73.0,39.5,60.3,Industrial
2024-07-11 03:00:00+00:00,Delhi,390.0,22.2,19.2,92.0,32.2,51.5,Industrial
2024-07-11 04:00:00+00:00,Delhi,378.0,18.6,20.4,122.0,28.9,47.8,Industrial
2024-07-11 05:00:00+00:00,Delhi,373.0,14.0,21.6,159.0,31.4,56.6,Industrial
2024-07-11 06:00:00+00:00,Delhi,367.0,10.3,21.7,187.0,36.1,67.3,Industrial
2024-07-11 07:00:00+00:00,Delhi,354.0,8.0,19.9,202.0,40.6,75.0,Industrial
2024-07-11 08:00:00+00:00,Delhi,340.0,6.5,17.0,208.0,48.7,88.9,Industrial
2024-07-11 09:00:00+00:00,Delhi,333.0,6.2,14.7,208.0,51.3,94.8,Industrial
2024-07-11 10:00:00+00:00,Delhi,300.0,4.2,12.5,203.0,52.0,98.7,Industrial
2024-07-11 11:00:00+00:00,Delhi,274.0,3.4,10.9,191.0,51.7,103.1,Industrial
2024-07-11 12:00:00+00:00,Delhi,437.0,15.9,25.4,243.0,66.6,125.7,Industrial
2024-07-11 13:00:00+00:00,Delhi,675.0,38.0,28.3,193.0,74.0,129.0,Industrial
2024-07-11 14:00:00+00:00,Delhi,997.0,68.0,32.2,123.0,91.3,153.7,Industrial
2024-07-11 15:00:00+00:00,Delhi,1203.0,87.1,34.5,70.0,94.5,158.3,Industrial
2024-07-11 16:00:00+00:00,Delhi,1186.0,85.4,33.8,50.0,85.4,145.3,Industrial
2024-07-11 17:00:00+00:00,Delhi,1052.0,72.8,31.5,46.0,80.6,141.1,Industrial
2024-07-11 18:00:00+00:00,Delhi,915.0,60.7,28.8,45.0,79.2,136.9,Industrial
2024-07-11 19:00:00+00:00,Delhi,809.0,52.6,26.0,42.0,75.2,132.7,Industrial
2024-07-11 20:00:00+00:00,Delhi,699.0,44.9,22.9,42.0,70.1,123.9,Industrial
2024-07-11 21:00:00+00:00,Delhi,600.0,38.1,19.7,42.0,65.9,117.3,Industrial
2024-07-11 22:00:00+00:00,Delhi,511.0,32.0,16.1,42.0,61.5,112.2,Industrial
2024-07-11 23:00:00+00:00,Delhi,432.0,26.7,12.5,42.0,56.7,107.6,Industrial
2024-07-12 00:00:00+00:00,Delhi,231.0,11.9,6.5,61.0,36.9,89.6,Industrial
2024-07-12 01:00:00+00:00,Delhi,259.0,14.2,7.7,60.0,36.9,92.9,Industrial
2024-07-12 02:00:00+00:00,Delhi,298.0,17.2,9.5,59.0,39.7,103.4,Industrial
2024-07-12 03:00:00+00:00,Delhi,324.0,18.4,11.4,67.0,41.7,120.1,Industrial
2024-07-12 04:00:00+00:00,Delhi,325.0,16.1,13.5,92.0,43.7,132.2,Industrial
2024-07-12 05:00:00+00:00,Delhi,312.0,12.0,15.7,125.0,46.7,153.7,Industrial
2024-07-12 06:00:00+00:00,Delhi,300.0,8.8,17.0,152.0,49.5,175.1,Industrial
2024-07-12 07:00:00+00:00,Delhi,287.0,7.1,16.5,165.0,52.7,207.7,Industrial
2024-07-12 08:00:00+00:00,Delhi,274.0,6.1,15.1,171.0,56.2,230.0,Industrial
2024-07-12 09:00:00+00:00,Delhi,274.0,6.6,14.4,173.0,57.5,229.6,Industrial
2024-07-12 10:00:00+00:00,Delhi,282.0,7.8,14.8,174.0,55.8,201.2,Industrial
2024-07-12 11:00:00+00:00,Delhi,304.0,10.4,15.9,171.0,56.3,202.6,Industrial
2024-07-12 12:00:00+00:00,Delhi,285.0,12.2,13.6,142.0,64.3,334.3,Industrial
2024-07-12 13:00:00+00:00,Delhi,533.0,34.9,20.6,113.0,68.0,292.4,Industrial
2024-07-12 14:00:00+00:00,Delhi,878.0,66.3,30.2,73.0,78.2,291.5,Industrial
2024-07-12 15:00:00+00:00,Delhi,1159.0,90.7,38.2,40.0,91.0,319.4,Industrial
2024-07-12 16:00:00+00:00,Delhi,1333.0,103.3,43.2,22.0,98.3,326.0,Industrial
2024-07-12 17:00:00+00:00,Delhi,1443.0,108.9,46.5,11.0,101.3,320.4,Industrial
2024-07-12 18:00:00+00:00,Delhi,1450.0,106.7,47.3,8.0,101.0,305.5,Industrial
2024-07-12 19:00:00+00:00,Delhi,1291.0,92.3,44.1,15.0,92.2,260.8,Industrial
2024-07-12 20:00:00+00:00,Delhi,1030.0,70.1,38.3,30.0,85.9,231.9,Industrial
2024-07-12 21:00:00+00:00,Delhi,820.0,52.8,33.4,40.0,83.8,224.0,Industrial
2024-07-12 22:00:00+00:00,Delhi,731.0,46.6,30.8,39.0,82.7,228.2,Industrial
2024-07-12 23:00:00+00:00,Delhi,694.0,45.3,29.1,33.0,81.0,220.7,Industrial
2024-07-13 00:00:00+00:00,Delhi,667.0,48.9,22.3,32.0,68.0,207.2,Industrial
2024-07-13 01:00:00+00:00,Delhi,625.0,44.6,25.6,41.0,60.1,173.2,Industrial
2024-07-13 02:00:00+00:00,Delhi,566.0,38.5,30.1,54.0,54.0,140.6,Industrial
2024-07-13 03:00:00+00:00,Delhi,513.0,32.2,33.8,76.0,52.2,134.6,Industrial
2024-07-13 04:00:00+00:00,Delhi,474.0,25.8,36.2,114.0,51.5,136.9,Industrial
2024-07-13 05:00:00+00:00,Delhi,441.0,19.1,37.8,160.0,51.7,138.3,Industrial
2024-07-13 06:00:00+00:00,Delhi,409.0,13.7,37.5,195.0,49.4,130.4,Industrial
2024-07-13 07:00:00+00:00,Delhi,374.0,9.9,34.1,212.0,47.7,122.5,Industrial
2024-07-13 08:00:00+00:00,Delhi,341.0,7.4,28.9,219.0,44.9,114.6,Industrial
2024-07-13 09:00:00+00:00,Delhi,318.0,6.3,24.7,220.0,44.7,113.2,Industrial
2024-07-13 10:00:00+00:00,Delhi,305.0,6.3,22.8,217.0,46.8,114.8,Industrial
2024-07-13 11:00:00+00:00,Delhi,302.0,7.8,21.8,209.0,46.4,114.6,Industrial
2024-07-13 12:00:00+00:00,Delhi,329.0,12.9,19.2,180.0,49.0,136.4,Industrial
2024-07-13 13:00:00+00:00,Delhi,656.0,45.8,27.9,140.0,53.8,131.3,Industrial
2024-07-13 14:00:00+00:00,Delhi,1107.0,90.9,39.7,84.0,72.4,156.5,Industrial
2024-07-13 15:00:00+00:00,Delhi,1440.0,122.4,47.4,41.0,90.6,187.7,Industrial
2024-07-13 16:00:00+00:00,Delhi,1547.0,127.4,47.4,23.0,100.1,201.2,Industrial
2024-07-13 17:00:00+00:00,Delhi,1536.0,118.9,43.3,17.0,97.6,193.7,Industrial
2024-07-13 18:00:00+00:00,Delhi,1490.0,109.7,39.0,13.0,95.0,192.3,Industrial
2024-07-13 19:00:00+00:00,Delhi,1423.0,104.0,35.4,8.0,92.0,192.3,Industrial
2024-07-13 20:00:00+00:00,Delhi,1321.0,97.6,31.6,6.0,89.6,194.6,Industrial
2024-07-13 21:00:00+00:00,Delhi,1225.0,90.8,28.4,4.0,87.5,197.0,Industrial
2024-07-13 22:00:00+00:00,Delhi,1161.0,84.1,25.9,0.0,84.8,197.9,Industrial
2024-07-13 23:00:00+00:00,Delhi,1103.0,76.9,24.0,0.0,81.5,192.3,Industrial
2024-07-14 00:00:00+00:00,Delhi,672.0,45.0,26.6,37.0,67.8,126.2,Industrial
2024-07-14 01:00:00+00:00,Delhi,701.0,42.7,30.2,62.0,71.0,133.2,Industrial
2024-07-14 02:00:00+00:00,Delhi,738.0,39.3,35.2,98.0,77.8,155.5,Industrial
2024-07-14 03:00:00+00:00,Delhi,740.0,34.4,40.4,140.0,84.3,175.1,Industrial
2024-07-14 04:00:00+00:00,Delhi,676.0,26.6,46.4,195.0,84.3,178.8,Industrial
2024-07-14 05:00:00+00:00,Delhi,577.0,17.3,52.5,256.0,80.3,182.5,Industrial
2024-07-14 06:00:00+00:00,Delhi,496.0,10.4,54.8,299.0,73.8,192.8,Industrial
2024-07-14 07:00:00+00:00,Delhi,451.0,7.5,50.3,309.0,75.9,207.7,Industrial
2024-07-14 08:00:00+00:00,Delhi,424.0,6.9,42.1,300.0,77.5,214.7,Industrial
2024-07-14 09:00:00+00:00,Delhi,410.0,7.5,35.8,290.0,75.7,211.9,Industrial
2024-07-14 10:00:00+00:00,Delhi,374.0,6.1,33.1,289.0,74.3,202.6,Industrial
2024-07-14 11:00:00+00:00,Delhi,352.0,5.9,32.4,286.0,74.0,202.1,Industrial
2024-07-14 12:00:00+00:00,Delhi,434.0,15.8,33.6,246.0,75.4,181.1,Industrial
2024-07-14 13:00:00+00:00,Delhi,738.0,44.5,39.1,196.0,78.2,175.1,Industrial
2024-07-14 14:00:00+00:00,Delhi,1154.0,83.7,46.5,126.0,93.8,192.8,Industrial
2024-07-14 15:00:00+00:00,Delhi,1437.0,109.3,51.1,71.0,108.0,211.9,Industrial
2024-07-14 16:00:00+00:00,Delhi,1463.0,108.4,50.6,47.0,111.8,212.8,Industrial
2024-07-14 17:00:00+00:00,Delhi,1357.0,93.9,47.2,39.0,104.3,190.5,Industrial
2024-07-14 18:00:00+00:00,Delhi,1247.0,81.2,43.4,33.0,96.4,172.8,Industrial
2024-07-14 19:00:00+00:00,Delhi,1187.0,77.0,39.7,23.0,92.0,166.2,Industrial
2024-07-14 20:00:00+00:00,Delhi,1123.0,74.6,35.5,15.0,88.9,164.4,Industrial
2024-07-14 21:00:00+00:00,Delhi,1026.0,69.0,31.3,14.0,83.6,155.5,Industrial
2024-07-14 22:00:00+00:00,Delhi,862.0,56.2,26.6,22.0,77.8,143.4,Industrial
2024-07-14 23:00:00+00:00,Delhi,665.0,40.3,21.9,36.0,70.3,125.7,Industrial
2024-07-15 00:00:00+00:00,Delhi,477.0,27.0,20.3,47.0,61.7,107.3,Industrial
2024-07-15 01:00:00+00:00,Delhi,473.0,26.1,23.2,60.0,59.6,99.7,Industrial
2024-07-15 02:00:00+00:00,Delhi,466.0,24.7,27.2,80.0,58.2,96.6,Industrial
2024-07-15 03:00:00+00:00,Delhi,450.0,22.2,30.1,104.0,56.2,93.4,Industrial
2024-07-15 04:00:00+00:00,Delhi,416.0,17.5,31.2,136.0,57.5,96.2,Industrial
2024-07-15 05:00:00+00:00,Delhi,373.0,11.6,31.3,171.0,58.1,97.6,Industrial
2024-07-15 06:00:00+00:00,Delhi,341.0,7.2,30.5,198.0,56.7,91.7,Industrial
2024-07-15 07:00:00+00:00,Delhi,326.0,5.2,28.2,210.0,54.8,85.4,Industrial
2024-07-15 08:00:00+00:00,Delhi,322.0,4.7,25.0,213.0,53.6,81.3,Industrial
2024-07-15 09:00:00+00:00,Delhi,327.0,5.7,22.7,209.0,53.6,79.6,Industrial
2024-07-15 10:00:00+00:00,Delhi,334.0,7.8,22.1,199.0,53.8,79.4,Industrial
2024-07-15 11:00:00+00:00,Delhi,350.0,11.3,22.5,183.0,53.6,78.5,Industrial
2024-07-15 12:00:00+00:00,Delhi,385.0,18.0,19.6,137.0,53.8,80.1,Industrial
2024-07-15 13:00:00+00:00,Delhi,608.0,37.3,25.1,107.0,55.2,81.5,Industrial
2024-07-15 14:00:00+00:00,Delhi,916.0,63.8,32.7,67.0,66.1,96.4,Industrial
2024-07-15 15:00:00+00:00,Delhi,1147.0,82.8,38.7,35.0,75.4,109.7,Industrial
2024-07-15 16:00:00+00:00,Delhi,1242.0,88.2,42.0,21.0,78.2,113.4,Industrial
2024-07-15 17:00:00+00:00,Delhi,1259.0,86.1,43.7,17.0,80.1,115.7,Industrial
2024-07-15 18:00:00+00:00,Delhi,1211.0,80.4,42.7,17.0,78.2,112.7,Industrial
2024-07-15 19:00:00+00:00,Delhi,1077.0,71.3,37.6,20.0,72.4,104.1,Industrial
2024-07-15 20:00:00+00:00,Delhi,879.0,58.6,29.8,26.0,66.1,95.2,Industrial
2024-07-15 21:00:00+00:00,Delhi,692.0,46.1,23.1,34.0,56.7,81.3,Industrial
2024-07-15 22:00:00+00:00,Delhi,528.0,33.6,18.5,45.0,45.1,64.3,Industrial
2024-07-15 23:00:00+00:00,Delhi,375.0,21.2,14.9,57.0,36.4,51.7,Industrial
2024-07-16 00:00:00+00:00,Delhi,272.0,13.5,15.1,65.0,29.4,41.6,Industrial
2024-07-16 01:00:00+00:00,Delhi,302.0,15.1,17.5,67.0,28.4,40.4,Industrial
2024-07-16 02:00:00+00:00,Delhi,342.0,17.1,20.9,70.0,31.1,44.2,Industrial
2024-07-16 03:00:00+00:00,Delhi,367.0,17.6,23.3,81.0,35.6,50.8,Industrial
2024-07-16 04:00:00+00:00,Delhi,363.0,15.1,23.9,107.0,41.2,58.9,Industrial
2024-07-16 05:00:00+00:00,Delhi,343.0,11.0,23.5,140.0,44.2,63.1,Industrial
2024-07-16 06:00:00+00:00,Delhi,327.0,7.8,22.9,168.0,45.8,65.2,Industrial
2024-07-16 07:00:00+00:00,Delhi,320.0,6.2,22.3,185.0,46.9,66.8,Industrial
2024-07-16 08:00:00+00:00,Delhi,315.0,5.5,21.5,196.0,46.0,65.7,Industrial
2024-07-16 09:00:00+00:00,Delhi,316.0,5.8,20.9,200.0,45.6,65.2,Industrial
2024-07-16 10:00:00+00:00,Delhi,315.0,7.0,20.7,195.0,46.0,65.7,Industrial
2024-07-16 11:00:00+00:00,Delhi,319.0,9.3,20.7,183.0,44.6,63.6,Industrial
2024-07-16 12:00:00+00:00,Delhi,354.0,13.2,20.0,161.0,40.7,58.1,Industrial
2024-07-16 13:00:00+00:00,Delhi,455.0,23.7,21.9,134.0,41.2,58.7,Industrial
2024-07-16 14:00:00+00:00,Delhi,592.0,37.9,24.4,96.0,44.0,62.6,Industrial
2024-07-16 15:00:00+00:00,Delhi,676.0,47.0,26.0,67.0,43.5,61.9,Industrial
2024-07-16 16:00:00+00:00,Delhi,661.0,46.3,25.8,56.0,40.5,57.6,Industrial
2024-07-16 17:00:00+00:00,Delhi,593.0,40.6,24.6,54.0,38.5,54.7,Industrial
2024-07-16 18:00:00+00:00,Delhi,525.0,34.6,23.2,54.0,37.7,53.6,Industrial
2024-07-16 19:00:00+00:00,Delhi,469.0,29.6,21.4,56.0,36.3,51.6,Industrial
2024-07-16 20:00:00+00:00,Delhi,411.0,24.4,19.4,61.0,35.4,50.3,Industrial
2024-07-16 21:00:00+00:00,Delhi,366.0,20.6,18.0,63.0,34.8,49.5,Industrial
2024-07-16 22:00:00+00:00,Delhi,338.0,19.0,17.5,59.0,34.0,48.3,Industrial
2024-07-16 23:00:00+00:00,Delhi,323.0,18.8,17.5,53.0,32.9,47.7,Industrial
2024-07-17 00:00:00+00:00,Delhi,319.0,18.5,18.9,52.0,30.5,43.4,Industrial
2024-07-17 01:00:00+00:00,Delhi,335.0,18.6,21.5,58.0,30.0,42.8,Industrial
2024-07-17 02:00:00+00:00,Delhi,356.0,18.6,25.1,67.0,30.5,43.4,Industrial
2024-07-17 03:00:00+00:00,Delhi,364.0,17.7,27.1,81.0,30.9,43.9,Industrial
2024-07-17 04:00:00+00:00,Delhi,346.0,14.9,25.9,103.0,33.2,47.3,Industrial
2024-07-17 05:00:00+00:00,Delhi,316.0,11.2,23.2,129.0,36.4,52.0,Industrial
2024-07-17 06:00:00+00:00,Delhi,296.0,8.3,21.3,154.0,38.5,55.1,Industrial
2024-07-17 07:00:00+00:00,Delhi,297.0,7.0,21.2,176.0,43.2,61.9,Industrial
2024-07-17 08:00:00+00:00,Delhi,309.0,6.5,22.0,196.0,49.6,71.5,Industrial
2024-07-17 09:00:00+00:00,Delhi,322.0,7.0,22.8,208.0,48.7,70.1,Industrial
2024-07-17 10:00:00+00:00,Delhi,316.0,7.2,23.3,212.0,50.3,73.6,Industrial
2024-07-17 11:00:00+00:00,Delhi,311.0,8.3,24.0,209.0,46.4,67.1,Industrial
2024-07-17 12:00:00+00:00,Delhi,320.0,13.2,20.0,158.0,43.2,61.7,Industrial
2024-07-17 13:00:00+00:00,Delhi,452.0,26.8,22.3,127.0,43.5,62.4,Industrial
2024-07-17 14:00:00+00:00,Delhi,632.0,45.3,25.4,84.0,48.1,68.7,Industrial
2024-07-17 15:00:00+00:00,Delhi,751.0,57.5,27.3,51.0,51.1,72.9,Industrial
2024-07-17 16:00:00+00:00,Delhi,760.0,57.9,27.1,39.0,50.8,72.4,Industrial
2024-07-17 17:00:00+00:00,Delhi,709.0,52.1,25.7,37.0,49.1,70.1,Industrial
2024-07-17 18:00:00+00:00,Delhi,636.0,44.9,24.2,40.0,45.4,65.0,Industrial
2024-07-17 19:00:00+00:00,Delhi,536.0,36.8,22.6,47.0,40.3,57.7,Industrial
2024-07-17 20:00:00+00:00,Delhi,413.0,27.5,20.9,59.0,36.1,51.7,Industrial
2024-07-17 21:00:00+00:00,Delhi,323.0,20.9,19.5,67.0,33.2,47.5,Industrial
2024-07-17 22:00:00+00:00,Delhi,291.0,19.2,18.5,66.0,32.9,47.8,Industrial
2024-07-17 23:00:00+00:00,Delhi,291.0,20.2,17.9,61.0,33.4,48.8,Industrial
2024-07-18 00:00:00+00:00,Delhi,297.0,17.7,14.6,62.0,31.5,47.5,Industrial
2024-07-18 01:00:00+00:00,Delhi,324.0,20.2,17.5,61.0,28.6,43.0,Industrial
2024-07-18 02:00:00+00:00,Delhi,361.0,23.5,21.7,60.0,26.0,38.4,Industrial
2024-07-18 03:00:00+00:00,Delhi,384.0,24.7,25.4,69.0,26.1,38.2,Industrial
2024-07-18 04:00:00+00:00,Delhi,379.0,21.8,28.3,95.0,29.3,42.6,Industrial
2024-07-18 05:00:00+00:00,Delhi,359.0,16.8,30.8,130.0,30.9,44.7,Industrial
2024-07-18 06:00:00+00:00,Delhi,343.0,12.5,32.3,163.0,34.6,50.2,Industrial
2024-07-18 07:00:00+00:00,Delhi,334.0,9.7,32.1,192.0,37.7,54.7,Industrial
2024-07-18 08:00:00+00:00,Delhi,328.0,7.8,31.0,218.0,36.1,52.6,Industrial
2024-07-18 09:00:00+00:00,Delhi,330.0,7.4,30.3,233.0,37.3,54.5,Industrial
2024-07-18 10:00:00+00:00,Delhi,326.0,7.8,30.7,235.0,41.1,59.8,Industrial
2024-07-18 11:00:00+00:00,Delhi,330.0,9.9,31.6,227.0,43.8,63.8,Industrial
2024-07-18 12:00:00+00:00,Delhi,407.0,20.7,33.9,187.0,60.5,88.9,Industrial
2024-07-18 13:00:00+00:00,Delhi,529.0,31.9,35.1,154.0,67.1,97.3,Industrial
2024-07-18 14:00:00+00:00,Delhi,695.0,47.3,36.6,108.0,69.8,101.0,Industrial
2024-07-18 15:00:00+00:00,Delhi,804.0,57.6,37.1,71.0,65.4,96.6,Industrial
2024-07-18 16:00:00+00:00,Delhi,803.0,58.3,35.9,53.0,59.3,88.9,Industrial
2024-07-18 17:00:00+00:00,Delhi,745.0,54.0,33.8,44.0,54.2,82.0,Industrial
2024-07-18 18:00:00+00:00,Delhi,687.0,49.6,31.3,37.0,49.8,75.2,Industrial
2024-07-18 19:00:00+00:00,Delhi,644.0,46.5,28.5,32.0,46.1,68.9,Industrial
2024-07-18 20:00:00+00:00,Delhi,600.0,43.3,25.3,29.0,44.2,65.2,Industrial
2024-07-18 21:00:00+00:00,Delhi,564.0,40.5,22.9,27.0,43.5,63.6,Industrial
2024-07-18 22:00:00+00:00,Delhi,540.0,38.8,21.2,22.0,43.1,62.6,Industrial
2024-07-18 23:00:00+00:00,Delhi,524.0,37.5,20.3,18.0,42.6,61.5,Industrial
2024-07-19 00:00:00+00:00,Delhi,579.0,43.0,22.0,12.0,44.6,65.7,Industrial
2024-07-19 01:00:00+00:00,Delhi,553.0,39.0,26.9,30.0,45.6,67.1,Industrial
2024-07-19 02:00:00+00:00,Delhi,516.0,33.3,33.7,56.0,47.7,70.5,Industrial
2024-07-19 03:00:00+00:00,Delhi,478.0,27.8,38.5,83.0,49.0,71.2,Industrial
2024-07-19 04:00:00+00:00,Delhi,439.0,23.0,39.6,111.0,47.5,68.9,Industrial
2024-07-19 05:00:00+00:00,Delhi,399.0,18.4,38.8,139.0,48.1,69.6,Industrial
2024-07-19 06:00:00+00:00,Delhi,372.0,14.9,37.6,165.0,47.7,69.2,Industrial
2024-07-19 07:00:00+00:00,Delhi,362.0,12.5,36.0,188.0,47.8,69.6,Industrial
2024-07-19 08:00:00+00:00,Delhi,365.0,11.1,34.1,208.0,48.7,71.0,Industrial
2024-07-19 09:00:00+00:00,Delhi,378.0,11.3,32.9,219.0,50.2,74.3,Industrial
2024-07-19 10:00:00+00:00,Delhi,388.0,12.5,33.3,222.0,52.2,77.5,Industrial
2024-07-19 11:00:00+00:00,Delhi,408.0,15.4,34.5,217.0,53.0,78.7,Industrial
2024-07-19 12:00:00+00:00,Delhi,325.0,15.0,16.6,125.0,42.8,79.9,Industrial
2024-07-19 13:00:00+00:00,Delhi,424.0,25.7,19.8,102.0,44.2,78.5,Industrial
2024-07-19 14:00:00+00:00,Delhi,560.0,40.4,24.3,71.0,44.7,78.7,Industrial
2024-07-19 15:00:00+00:00,Delhi,656.0,50.6,27.3,46.0,44.6,77.1,Industrial
2024-07-19 16:00:00+00:00,Delhi,674.0,52.0,27.6,36.0,43.8,74.0,Industrial
2024-07-19 17:00:00+00:00,Delhi,652.0,48.8,26.5,32.0,41.7,69.4,Industrial
2024-07-19 18:00:00+00:00,Delhi,623.0,45.5,25.3,30.0,39.2,63.6,Industrial
2024-07-19 19:00:00+00:00,Delhi,595.0,43.4,24.3,27.0,36.8,57.5,Industrial
2024-07-19 20:00:00+00:00,Delhi,561.0,41.1,23.1,25.0,35.7,54.0,Industrial
2024-07-19 21:00:00+00:00,Delhi,529.0,38.8,22.3,24.0,35.7,53.0,Industrial
2024-07-19 22:00:00+00:00,Delhi,501.0,36.7,21.6,21.0,35.3,51.8,Industrial
2024-07-19 23:00:00+00:00,Delhi,476.0,34.5,21.2,18.0,33.8,49.2,Industrial
2024-07-20 00:00:00+00:00,Delhi,419.0,29.8,23.5,26.0,34.2,53.0,Industrial
2024-07-20 01:00:00+00:00,Delhi,428.0,28.3,27.6,39.0,36.0,54.1,Industrial
2024-07-20 02:00:00+00:00,Delhi,440.0,25.9,33.1,57.0,39.8,59.8,Industrial
2024-07-20 03:00:00+00:00,Delhi,440.0,22.9,36.5,81.0,44.1,65.9,Industrial
2024-07-20 04:00:00+00:00,Delhi,416.0,18.5,35.7,114.0,44.1,64.3,Industrial
2024-07-20 05:00:00+00:00,Delhi,381.0,13.3,32.8,152.0,45.3,65.9,Industrial
2024-07-20 06:00:00+00:00,Delhi,354.0,9.4,30.2,183.0,45.9,66.6,Industrial
